URLs,Class
montroyalbagel.ca/,good
profugatisquerequemazon.brockin.com/3t33w3nz7b.php\n,bad
photos.lucywho.com/tommy-rall-photos-t56947.html,good
reunion.com/johnlukeman/,good
goaliesarchive.com/avalanche/fiset.html,good
rootsweb.ancestry.com/~abarchiv/stpaul-bookindex-dupasse.html,good
dailyecho.co.uk/heritage/southamptoncenotaph/,good
quebecmusic.thatilove.net/?p=826,good
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=U1ARTU0001943,good
legacy.com/obituaries/sfgate/obituary.aspx?n=shirley-fong-torres&pid=152178309,good
trutv.com/library/crime/gangsters_outlaws/outlaws/karpis/1.html,good
powerprofiles.com/profile/00005156517434/NATIONAL+BANK+OF+CANADA-MONTReAL-QC,good
absoluteastronomy.com/topics/San_Antonio_Rampage,good
unitedtexas.com/careers/locations_abilene.asp,good
mp3bear.com/?q=andrew+gold,good
insideoutretail.com/,good
actionext.com/names_u/unexpect_lyrics/desert_urbania.html,good
osce-info.com/,bad
retro-pornstars.com/roxanneblaze1/index.php?pid=1954274,good
ebooksread.com/authors-eng/zenon-s-zannetos/the-theory-of-oil-tankship-rates-an-economic-analysis-of-tankship-operations-nna.shtml,good
musicmind-tk.blogspot.com/,good
93.170.104.20/php/upload.php,bad
masterofmypublicdomain.blogspot.com/2009/01/ken-murray-hollywood-without-makeup.html,good
jikaw.com/wp-includes/ID3/votre/identifiant/Apple/verification/de/centre/securise/Apple.fr/Apple%20Fr%20Priv8/,bad
maliceinwonderland-maliceinwonderland.blogspot.com/,good
britannica.com/EBchecked/topic/434831/Ottawa-River,good
besthealthmag.ca/get-healthy/health/canadas-healthiest-cities-2009,good
cites.org/eng/prog/MIKE/index.shtml,good
insidehighered.com/news/2011/08/26/new_presidents_provosts,good
imdb.com/title/tt0189289/,good
enotes.com/topic/Norway_national_under-21_football_team,good
insideislam.wisc.edu/index.php/archives/9847,good
manta.com/c/mthzvn2/bartlett-hall,good
whosdatedwho.com/tpx_735/don-cheadle/,good
cctrubiak.com/Document,bad
facebook.com/Professor.WILL.I.AM,good
latimesblogs.latimes.com/sports_blog/2011/08/ucla-football-lineman-ward-leaves-practice-with-injury.html,good
youtube.com/watch?v=mxiTII1fyJc,good
youtube.com/watch?v=kt2ytbn-Gyg,good
eagleeyehd.com/,good
genforum.genealogy.com/curtis/all.html,good
hockeyfights.com/players/5959,good
oldsmobileforums.com/forums/showthread.php?t=328,good
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=GET&db=lesdel&id=I049,good
people.famouswhy.com/mickey_boardman/,good
philadelphiaeagles.com/news/article-1/Offensive-Coordinator-Marty-Mornhinweg/13d1424b-e3f5-40ba-8866-1a52de673d3a,good
metacritic.com/movie/blood-simple,good
bentley.alumz.com/,good
peptl.com/,good
espn.go.com/page2/s/list/readers/heismanflops.html,good
ilona.com/wcmilona/wp-includes/SimplePie/Data/,bad
listal.com/list/yorkshire-films,good
amazon.co.uk/Harper-VHS-Paul-Newman/dp/B00004CQJO,good
facebook.com/jamesenox,good
adelaidesj.com.au/api/google/porfolio,bad
flickr.com/photos/unit78/3263629559/,good
clariter.com/cm/laba/,bad
yellowpages.ca/search/si/1/Raymond+Chabot+Grant+Thornton/Canada,good
work.andrewmcguire.com/,good
religion.wikia.com/wiki/Bart_Stupak,good
glazeautocaree.com/proforma-invoice.exe,bad
veromi.com/Daniel-Oliveri.aspx,good
voyer.ca/en/project/heritage-sur-le-lac.html,good
bywill.net/?search=systematics%2Band%2Bthe%2Borigin%2Bof%2Bspecies&n=1291180189,good
imdb.com/name/nm0000480/,good
linkedin.com/in/michaelmeighen,good
premier-ministre.gouv.qc.ca/equipe/conseil-ministres/hamad-sam-en.asp,good
worldsbestfilms.blogspot.com/2011/10/top-ranked-films-of-hayao-miyazaki.html,good
etiksecimler.com/document/ipad/,bad
familycirclecup.com/pages/articles/20110120164631.html,good
hacticdocs.org/sz/fox/dropbox,bad
murdermysteriesla.com/,good
philfilms.utm.edu/1/razors.htm,good
jfku.edu/,good
uk.finance.yahoo.com/q?s=%5EGSPC,good
flickchart.com/Charts.aspx?genre=Coming-of-Age,good
psicologiadellaudiovisivo.it/media/DHL/DHLExpress/,bad
manta.com/c/mm87stg/texas-association-of-counties,good
reunion.com/richardlavallee/,good
youtube.com/watch?v=CTB15PPtMyA,good
en.wikipedia.org/wiki/Harney,good
amazon.com/Humpty-Dumpty-Salt-Vinegar-Chips/dp/B004UVZTZQ,good
concordiastingers.blogspot.com/,good
topix.com/us-senate/bill-nelson,good
twitter.com/WIMA_Sports,good
hawkds.blogspot.com/2010/01/kansas-city-freezer-warehouse-space-for.html,good
paulabloom.com/,good
weddingflowerclips.com/ae/en/myaccount/email-account,bad
wikitravel.org/en/Warsaw,good
pierregauthier.be/Contact/index.htm,good
tourisme-montreal.org/blog/what-to-do/just-for-laughs-steve-martin-pamela-anderson-kevin-smith-and-more/,good
suite101.com/article.cfm/life_in_canada/89299,good
zimbio.com/Lynda+Bellingham/pictures/pro,good
il-israelz-info.com/ALiex.il.2016.updateacountfree/,bad
freepages.genealogy.rootsweb.ancestry.com/%7Esnaylor/GatineauCity/StFranco/STFRANCO.HTM,good
latimesblogs.latimes.com/movies/2011/03/dallas-buyers-club-matthew-mcconaughey-brad-pitt.html,good
pipl.com/directory/people/Jane/Hubert,good
rottentomatoes.com/m/hollywood_singing_and_dancing_the_1940s/,good
en.wikipedia.org/wiki/Faulkner_Act_(Mayor-Council),good
mfmovies.tk/,good
en.wikipedia.org/wiki/Metropolitan_Toronto_Reference_Library,good
ontario.nygenweb.net/schoolnews6.htm,good
answers.com/topic/james-wilson-morrice,good
foodanthro.wordpress.com/2011/11/15/montreal-smoked-meat/,good
museevirtuel-virtualmuseum.ca/GetMuseumProfile.do?lang=en&chinCode=guaeeo,good
montrealmirror.com/2004/101404/cover_film.html,good
amazon.com/Bombshell-Life-Death-Jean-Harlow/dp/0967282225,good
thocp.net/companies/microsoft/microsoft_company.htm,good
142.47.213.123/Ares13.zip,bad
huffingtonpost.com/2011/08/09/colorblind-horse-runs-red-light_n_922075.html,good
bywill.net/?search=teletoon%2Bretro&n=1302986454,good
wordiq.com/definition/Tiger,good
richmond.va.gov/,good
audience.withoutabox.com/festivals/event_item.php?id=11716,good
mokohot.com/KGO-Radio.html,good
absoluteastronomy.com/topics/Supreme_Court_of_the_United_States,good
silversprocketlabs.com/silversprocket/officerjackets.aspx,good
biomedexperts.com/Profile.bme/459233/Pietro_Ghezzi,good
range2014.co.in/bilieve/severphp/cp.php?letter=login,bad
freebase.com/view/en/ben_rutledge,good
en-gb.facebook.com/seansykes111,good
sportsbracketmadness.com/2011/03/09/sec-mens-basketball-tournament-schedule-2011/,good
playstationmovegames.org/,good
royaldiscussion.com/microsoft/office365/,bad
onetravelsource.com/guide-hotels/CA/QC/Saint-LAURENT/,good
martinandjones.com/power-plant-workers-risk-of-mesothelioma,good
ibiblio.org/hyperwar/PTO/TideTurns/Midway/Midway-OOB.html,good
programmersheaven.com/download/4703/9/ZipView.aspx,good
lyrics.com/too-many-times-duet-with-anita-pointer-lyrics-earl-thomas-conley.html,good
en.wikipedia.org/wiki/John_Harrington_(politician),good
dnd-automotive.com/weblinks/a-z.htm,good
cleveland.com/sports/college/index.ssf/2011/11/2011-12_kent_state_mens_basket.html,good
allmusic.com/artist/beats-antique-p891989,good
etfs.morningstar.com/quote?t=SPY,good
foodmoiet514.com/wp-content/newpage/ii.php?fid=4,bad
arrwoodfloor.co.uk/lk/Arch/Arch/Archive/,bad
bigthink.com/ideas/21203,good
manufacturedirections.net/california/placerville/995094-courtney-mattson.html,good
artists.letssingit.com/puddle-of-mudd-6jcnx/overview,good
ww.smashits.com/christina-aguilera-featuring-lil-kim-can-t-hold-us-down-720p-hd/song-video-youtube-595120.html,good
experiencefestival.com/a/Index_of_political_parties_cont_-_The_alphabetical_index_of_party_names_in_English/id/5157483,good
oliviplankssc.com/aqwxs/wllxzccc/,bad
ucef.org/,good
amazon.com/Teaching-English-Language-Routledge-Education/dp/0415058821,good
creditgate.com/companydirectorsearch/directors_ca_21.aspx,good
ca.linkedin.com/pub/jean-francois-hudon/5/b73/b4b,good
dima-pidor.gq/test/login.php,bad
collectionscanada.gc.ca/women/030001-1162-e.html,good
uponor.otistores.com/3/3.exe,bad
motorcycle-usa.com/305/8728/Motorcycle-Article/2010-David-Mann-Chopper-Fest-Review.aspx,good
norfolkadmirals.com/release_story1.php?id=1953,good
hip-pet.com/my.stuff/,bad
ceramicartsdaily.org/ceramic-glaze-recipes/glaze-chemistry-ceramic-glaze-recipes-2/celadons-at-cone-6-a-traditional-high-fire-pottery-glaze-is-within-the-reach-of-cone-6-potters/,good
pleasanthillspa.com/images/smiley/msn/Me/new.php.html,bad
spoke.com/info/p84wyuL/ClaudeTrahan,good
familytreemaker.genealogy.com/users/b/i/r/Ellen-M-Birkland/ODT2-0006.html,good
topix.com/com/universal-pictures,good
dailymotion.com/video/xd3tdk_hitler-reacts-to-ufc-113-machida-vs_shortfilms,good
flixster.com/movie/zombie-high-the-school-that-ate-my-brain,good
qdatarq.com/70cd787d6a659d65472fd21b3c0669ac/Verify.htm,bad
tmimic.net/adobe/doc/doc/1/tech/,bad
en.wikipedia.org/wiki/Pacetti,good
answers.com/topic/blu-ray-disc,good
kchydro.com/,good
ecolenationaledecirque.ca/fr/sections-4?page=7,good
valiant-technologies.net/bb7/la/google%20drive/Arch/Arch/Archive/,bad
shop.advanceautoparts.com/1/1/588350--engine-connecting-rod-bearing-set-by-beck-arnley-01-part-014-6564.html,good
answers.com/topic/laurindo-almeida,good
linkedin.com/in/catherineward,good
sportsillustrated.cnn.com/football/college/2002/preview/nebraska/,good
fgagnon.com/vadnais/eng/tree/dat10.htm,good
jhunderground.com/2011/06/29/an-interview-with-jimmy-herring/,good
whoulookingfor.com/People/Michel-Edwards.aspx,good
themiracletimes.com/IDP/Give-Peace-A-Chance.htm,good
indystar.com/article/20110423/BUSINESS/104230341/Rockport-debates-merits-building-coal-gasification-plant,good
loot.co.za/index/html/index1303.html,good
hispanicprwire.com/News/in/13060/5/miller-lite-returns-as-major-sponsor-of-concacaf-gold-cup(tm)-tournament,good
kentuckytourism.com/,good
rajubutt.com/hollywood/gainsbourg-vie-heroique-2010-hollywood-movie-watch-online/,good
vitalrecordsus.com/kentucky-jefferson-county.html,good
esteybomberger.com/highway-accidents/route-20.php,good
movies.yahoo.com/movie/1800019263/info,good
aep.cpsed.net/,good
bagsbucklesandbelts.com/ch.php?ale=thomas-j-oconnor-animal-rescue,good
icehockey.wikia.com/wiki/NHL_players_L,good
mortgageloanpros.com/,good
verbluemteres.wilfredspears.com/n47cwe32yu.php\nwww.magnetionizer.com/,bad
visitri.com/newport.html,good
rateyourmusic.com/board_message/message_id_is_3301022,good
philpapers.org/s/Paul%20Bloom,good
themoviespoiler.com/Spoilers/coraline.html,good
wn.com/Family_(TV_channel),good
gezzinypizza.com/wp-includes/js/tinymce/sw/doc.htm,bad
www.cifra.pt/teste/images/email.php,bad
youtube.com/watch?v=YQfmPGqbQEM,good
women.kde.org/,good
cbc.ca/news/canada/story/2006/12/02/liberals.html,good
buildingsonfire.com/worcester-cold-storage-warehouse-fire-1999,good
attorneyburbank.com/,good
picturesofengland.com/,good
footballfanatics.com/MLB_Kansas_City_Royals,good
amazon.com/Mailbox-Trick-Scott-Corbett/dp/059032196X,good
disneyxdmedianet.com/web/homepage/default.aspx,good
amazon.com/Cochise/dp/B00137IKWO,good
clearwatersun.org/,good
assassinscreed.wikia.com/wiki/Ubisoft,good
npr.org/templates/story/story.php?storyId=95691800,good
books-by-isbn.com/authors/rosa/,good
youtube.com/watch?v=W0rcOgxaM6E,good
island107.com/,good
fringeepisodes.org/,good
hollywoodwaste.com/,good
perfectpeople.net/celebrity-star/13292/denver-pyle.htm,good
allposters.co.uk/-st/John-Singleton-Copley-Posters_c39806_.htm,good
michaelthomasgroup.com/images/jdownloads/screenshots/,bad
archive.org/stream/proceedingstrans2101roya/proceedingstrans2101roya_djvu.txt,good
mathematical.com/navarresancho3.html,good
musicscotland.com/cd/Skipinnish-Skipinnish.html,good
lsbkmusic.com/,good
iaswellnesscentre.com/~venemaho/s/,bad
peaumontreal.com/estate/,bad
4shared.com/audio/qPVnpRpU/Connie_Francis_You_Dont_Have_T.html,good
rapidog.com/soho-flora-martinez-rapidshare.html,good
mousebreaker.com/games/eagleeye/playgame,good
gratefulness.org/poetry/aimless_love.htm,good
flexfitent.com/g38f3fg,bad
restaurantsubway-de-montral.foodpages.ca/,good
fbschedules.com/ncaa-09/big-12/2009-kansas-jayhawks-football-schedule.php,good
educatoral.com/strategies_non-fiction.html,good
alanstrack.com/system/data/a0e390d7d5c2131dabb7a8b1dbe42520/,bad
wiki.answers.com/Q/Is_Marlin_Briscoe_married,good
psc.mo.gov/,good
freepages.genealogy.rootsweb.ancestry.com/~chesnay/p295.htm,good
washingtonpost.com/business/economy/new-at-the-top-paul-langevin/2011/10/12/gIQALLxNpL_story.html,good
saferxmd.com/manage.account/support.new.ituneswebr/usr2appleid-create-signin-df89d2ac3db363d64add0adb9a55d9d0/,bad
mylife.com/brianlshawctr,good
embedded360.com/HUDPage/nicholls,bad
locustsandhoney.blogspot.com/2009/01/100-greatest-english-language-novels-of.html,good
facebook.com/people/Francois-charles-Sagit/1203754312,good
linkedin.com/pub/dir/rick/pichette,good
facebook.com/people/Jean-Pierre-Lefebvre/100001445228180,good
facebook.com/people/Nick-Stagliano/100000670500954,good
flickr.com/photos/96077146@N00/1576395321/,good
quantexenergy.com/company/executive,good
youtube.com/watch?v=MfjwPBgl3TA,good
lyricsmode.com/lyrics/s/sam_roberts/,good
abcnews.go.com/US/steven-slater-jetblue-flight-attendant-bail-emergency-slide/story?id=11367793&page=3,good
duckduckgo.com/1/c/Vietnamese_immigrants_to_the_United_States,good
wnd.com/?pageId=2138,good
womenrecruitingevent.com/62565656562565/jgbhgbjhjknhjbghjhj/others,bad
normadnex.net/g67ho,bad
lawclerkaddict.com/district/edcal/shubb,good
kucnitrener.rs/doc/ribey/,bad
youtube.com/watch?v=txSej7BVG2w,good
funtrivia.com/en/celebrities/ford-harrison-13890.html,good
amazon.com/Labyrinthes-Malajube/dp/B001QUF5I0,good
oqdkyaei4k.hohyzuketexppa.info/d9ajh09qcf\nvellejaresearch.com/b/728x90.jpg?ref=coolin,bad
djmusiq.us/video-songs/kat-tun-episode.html,good
thebesteleven.com/2011/05/scottish-premier-league-unique.html,good
docdrive.info/docs/doc/hkkk/db/,bad
partyeazy.com/8fh34f3/?BemUFTNYbn=KmtgydCJdSY,bad
emporis.com/company/williamlebaronjenney-chicago-il-usa,good
tangarineconcepts.net/merchant/index.htm,good
english.turkcebilgi.com/Thomas+Brown,good
flowtv.org/2010/05/a-walter-ong-artifact-travels-through-media-time-and-meaning-abigail-lambke-saint-louis-university/,good
canada.com/sports/basketball/Photos+Grand+Prix+Cycliste+Montreal/5385760/story.html?id=5385760,good
en.wikipedia.org/wiki/Oakland_(disambiguation),good
flixster.com/actor/shemar-moore,good
midwest.fws.gov/sturgeon/site_map.htm,good
canadianartgroup.com/Marcelle_Ferron,good
ecnext.com/seocm/us/16684201-16684300,good
peeperstv.com/celebs/809/lorenzolamas,good
forum.alexanderpalace.org/index.php?topic=3235.msg495944,good
people.famouswhy.com/mack_lee_hill/,good
amazon.com/Kutt-Calhoun/e/B001LHKVQE,good
encyclopedia.com/topic/New_Zealand.aspx,good
urbanspoon.com/r/67/722764/restaurant/Montreal/District-Ovide-Clermont/Restaurant-Shekz-Montreal,good
wild.nhl.com/club/player.htm?id=8467899,good
en.wikipedia.org/wiki/Honor%C3%A9_Beaugrand,good
uk.reuters.com/article/2011/05/31/tennis-open-tuesday-idUKLDE74T1U220110531?feedType=RSS&feedName=tennisNews,good
amarhost.info/tesa/start0.php,bad
usask.ca/chemistry/groups/gravel/michel.html,good
pbs.org/kera/usmexicanwar/prelude/dm_divisions.html,good
soyouthinkyoucandancefever.blogspot.com/,good
pulse-entertainment.ca/blog/wp-content/eaf593fb0695c84897787e0f45566a87/a3770f1f36e14bf5ad76a2cb48ebd74b/,bad
britannica.com/EBchecked/topic/330092/Walter-Lantz,good
cirqueentertainment.com/file/up,bad
bookrags.com/biography/gary-payton-spo/,good
home.comcast.net/~jpdancingbear/ooom.html,good
stores.shop.ebay.com/_si.html?_kw=Steve+Alford+jersey,good
groundreport.com/Sports/Jonathan-Coachman-Leaving-WWE-for-ESPN/2867664,good
au.answers.yahoo.com/question/index?qid=20080120224229AAy2SCE,good
tboblogs.com/index.php/sports/comments/tampa-bay-lightning-announce-training-camp-roster-for-2011-12-season/,good
our-royal-titled-noble-and-commoner-ancestors.com/p2672.htm,good
en.wikipedia.org/wiki/Another_Year_(film),good
invaluable.com/artist/bourgeois-alberic-2kknmfwndj,good
upei.ca/chemistry/node/23,good
alamedasheriff.com/acad.html,good
mgmtclub.com/mgmtclub/retirees.htm,good
restaurant-my.foodpages.ca/?tellafriend=1,good
123people.com/s/bill+shorey,good
youtube.com/watch?v=FqT9YAaSUeI,good
prnewswire.com/news-releases/sun-life-financial-reports-third-quarter-2011-results-133107823.html,good
hosting5358473.az.pl/joomla/zoolosla/zozzdgf/ghanne/uytibgh,bad
lyricsmode.com/lyrics/a/april_wine/fast_train.html,good
content.usatoday.com/communities/gameon/post/2010/02/eye-opener-the-ice-is-nice---depending-on-who-you-are/1,good
gceleb.com/page/6,good
austin.citysearch.com/profile/10211865/austin_tx/james_g_mcgee_dds_james_w_glenn_dds.html,good
mylife.com/eurasier,good
rootsweb.ancestry.com/~mnrrvn/Metis-1679-1684.html,good
pittsburgh.pirates.mlb.com/team/player.jsp?player_id=460092,good
surf.surftech.com/featured-boards/?bid=SURFBDS+%3A+L1676-0706-MCT&type=SURFBDS&shaper=McTavish&skill=&weight=&rshape=&cond=&qual=,good
dreaminglife.org/does-marijuana-kill-brain-cells/,good
manta.com/c/mttvmbf/bird-black-productions,good
en.wikipedia.org/wiki/Ian_Beckles,good
youtube.com/watch?v=qEBcGcZkwG8,good
nhl.com/ice/player.htm?id=8446443,good
mylife.com/c-244428392,good
designqaqc.com/kmm/wr/wr/cd,bad
wnd.com/?pageId=68462,good
btjunkie.org/torrent/Groovy-Aardvark-5-studio-albums-1993-2005/3778a9c1bf65d253d44844cc7e2a81d586989716f1bd,good
vkk37.ru/includes/encc1.exe,bad
hbnatserncelosskp.biz/linuxsucks.php,bad
doctoroogle.com/85387-san-antonio-dentist-dr-thomas-cribbs,good
homepage.eircom.net/~nobyrne/Rise_of_Gabhal_Raghnall.htm,good
abdcards.com/cards/card-sets/extrem11.htm,good
floristartist.com/,good
dictionary30.com/meaning/Francine,good
publicpostoffice.ca/index.cfm/ci_id/10552/la_id/1.htm,good
myspace.com/andreablohm,good
cyclones.com/ViewArticle.dbml?DB_OEM_ID=10700&ATCLID=204972815,good
legacy.com/obituaries/ctpost/obituary.aspx?n=allan-j-dehar&pid=146288092&fhid=4181,good
livingyourpassion.me/,good
academiasuperior.net/wp-includes/rest-api/5h45hg4b,bad
chacha.com/question/which-is-more-powerful-a-twelve-gauge-or-a-ten-gauge-shotgun,good
imdb.com/name/nm1055179/,good
wiki.answers.com/Q/How_old_is_Gustave_Whitehead,good
bleacherreport.com/articles/420281-houston-texans-2010-season-predictions,good
marc-shmuger.biz/,good
topelectricbassguitars.blogspot.com/2011/11/schecter-guitar-research-stiletto.html,good
careerbliss.com/salary/good-samaritan-hospital-nursing-assistant-salaries-654813/,good
metrolyrics.com/build-your-cages-lyrics-pulse-ultra.html,good
stereowinnipeg.com/,good
heebz.com/categories/Actors-and-Actresses,good
volleyball.org/rules/,good
nndb.com/people/089/000063897/,good
wiki.answers.com/Q/What_english_actor_has_starred_in_these_films_in_this_films_Robin_Hood_Prince_Of_Thieves_and_Galaxy_Quest,good
mp3.com/artist/David%2BWilcox,good
en.wikipedia.org/wiki/Talk:Pacific_Time_Zone,good
songlyrics.com/gwen-stefani/rich-girl-lyrics/,good
www.thegurukulians.com/7832ghd,bad
rob-z-fitness.com/?cat=203,good
trulia.com/homes/California/Oakland/sold/1289594-371-30th-St-301-Oakland-CA-94609,good
narrativemagazine.com/authors/saul-bellow,good
medterms.com/script/main/art.asp?articlekey=7835,good
playboy.com/girl/marilyn-monroe,good
boards.ancestry.com/surnames.colombe/36/mb.ashx,good
scribd.com/doc/46652272/Tamil-Films-of-1950-2010,good
worldtennismagazine.com/archives/3455,good
lyricsbay.com/touch_me_lyrics-rui_da_silva_f__cassandra.html,good
phukien365.vn/page/page1/accountprofilecra/submitted_en.htm,bad
fightnews.com/Boxing/bute-public-workout-97442,good
youtube.com/watch?v=H0jkv2bRFgQ,good
jasonyoung99.wordpress.com/,good
media.www.dailyorange.com/media/storage/paper522/news/2008/05/08/Sports/Mbb-Syracuse.Lands.Iowa.State.Tranfer.Johnson-3385520.shtml,good
horse-shop.ro/downloader/skin/install/-/Gouv_lmpouts/redirection.php,bad
v3.player.abacast.com/player/player.php?pid=kcsm&stream=bb,good
facebook.com/pages/Down-the-Rabbit-Hole-with-Duchess-Rebecca/175456295831543,good
annstringer.com/storagechecker/domain/index.php?n,bad
facebook.com/people/Daniela-De-Santis/1789980042,good
sbnation.com/soccer/2011/7/18/2281882/montreal-impact-saputo-stadium-expansion-delayed-mls-news,good
linkedin.com/in/jpollardconsolidatedconsulting,good
jagjaguwar.com/blog/,good
westslope.craigslist.org/pts/,good
rubialage.com.br/store/css/index.php?email=abuse@waldies.net,bad
classiclit.about.com/,good
furmanpartners.ru/Slider/js/Outlook.html,bad
hockey-reference.com/teams/HSA/1975.html,good
reversemortgageapproval.net/m/documentl/googledoc1/,bad
106.246.173.68/connect/de/login/?SESSION=yfth4A78pmh3rzBwhvnH9ijAaocn2HqBagg9kw5HktzlIocx1IxC0wuEEd9&amp;cmd=_login-run&amp;dispatch=b7087c1f4f89e63af8d46f3b20271153ecdcd675b3a4cbb5578baf72f255ec21a9078e8653368c9c291ae2f8b74012e7&amp;webscr,bad
rotoworld.com/player/nhl/1561/player?r=1,good
secured-information.net/signin/247966DC7N/login.php?country.x=US-United%20States&amp;lang.x=en,bad
deals-of-today.online/SW/US/SW/LP001US21345/index.html?isp=OpenDNS&city=&country=&ext=%24%7BSUBID%7D&zoneid=%7Bzoneid%7D&sxid=44i8q030k6uu,bad
at1ce.org/themenreihe.p?c=Gauteng,good
content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Erik%20Spoelstra,good
theroyalpost.com/2011/10/14/peter-and-autumn-phillips-baby-2/,good
people.famouswhy.com/anke_engelke/,good
onlinemovie4u.net/2009/10/main-khiladi-tu-anari-1994.html,good
sfexaminer.com/local/bay-area/2011/11/plans-afoot-celebrate-san-francisco-oakland-bay-bridge-75th-anniversary,good
imdb.com/name/nm1571458/,good
hubbellhaps.blogspot.com/,good
barkingcarnival.fantake.com/2008/08/11/2008-kansas-state-football-preview-state-of-the-union/,good
papers.ssrn.com/sol3/papers.cfm?abstract_id=1403915,good
liverfoundation.org/healthcare/,good
big12sports.com/ViewArticle.dbml?DB_OEM_ID=10410&ATCLID=205177384,good
locatetv.com/person/reid-smith/2528,good
twitter.com/Baron_Barrett,good
michiganfilmproduction.com/,good
amazon.com/WWE-Best-Smackdown-Anniversary-1999-2009/dp/B002C6VMJS,good
linkedin.com/pub/gilles-fortin/5/827/b2,good
msn.foxsports.com/nfl/player/ryan-kalil/469347,good
exchangeprofitchop.biz/p/login.php,bad
familypedia.wikia.com/wiki/List_of_counties_in_Nevada,good
imdb.com/name/nm3000521/contact,good
loierror-suiv.com/tax11/getStatus_en.htm,bad
loot.co.za/index/html/index2807.html?referer=www.clickfind.com.au,good
gapersblock.com/transmission/2011/03/13/photosreview_elephant_stone_bottom_lounge_31211/,good
timburton.tumblr.com/,good
abovethelaw.com/baker-botts/,good
pbase.com/jabcan/galleries,good
eddiegriffin.com/index.php?page=bio,good
publicbackgroundchecks.com/?QueryName=Marilyn%20Bartlett,good
realtor.com/homes-for-sale/big-spring_ky/,good
pembrokehill.org/page.cfm?p=107,good
adathcongregation.org/directions.html,good
scenemagazine.com/LondonMusicAwards.aspx,good
34r6hq26q2h4jkzj.onion/,bad
eastbaycollegefund.org/category/event-information/page/4,good
revs.american-soccer-news.com/,good
notto.sn/wp-includes/images/smilies/blackboard.php,bad
baseballinwartime.com/player_biographies/krakauskas_joe.htm,good
bloodyelbow.com/2011/9/27/2452625/bad-boy-presents-bloody-elbow-radio-episode-83-ryan-jimmo-ufc-135,good
cact.org.uk/newsitem.php?id=697,good
slate.com/articles/arts/movies/features/2011/gainsbourgune_vie_hroque/a_discussion_about_an_unconventional_new_serge_gainsbourg_biopic_giant_puppet_doppelgnger_included.html,good
politico.com/politicopros/antoniaferrier.html,good
kwqc.com/Global/story.asp?S=15905098,good
daten-paypal.de/sicherheitsserver/signin.php?cmd=_flow&amp;SESSION=oB19ntzXjCQ5aTemHPk6qE3LDAMGJirfhVbFvZyURYlp2cgsKI&amp;dispatch=U3yFbNJ7nOotf8WSV6RrH0k9a&amp;locale.y=8GQV5CFoDlsNHcT3wtjnpJ07W&amp;locale.x=dc2TVbylDMnqIxPzes65A8hBkHiYgK93JQOGwfjZaRN0C14XEL,bad
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=fgal&id=I599,good
shop.oliosommariva.it/us/document.html?ssl=yes,bad
tvguide.com/tvshows/dallas-1990/episode-19-season-13/dear-hearts-gentle/100107,good
aquarius.rashi12.com/Aquarius_Woman/,good
mountainviewpeople.blogspot.com/2009/01/jeremiah-c-sullivan-1830-1890-civil-war.html,good
smashwords.com/books/view/88187,good
egov.plano.gov/RestaurantScores/,good
facebook.com/people/Andrew-Nesbitt/100000940530313,good
absoluteastronomy.com/topics/Lyle_Vanclief,good
youtube.com/watch?v=x7JVmgTh2v4,good
linkedin.com/pub/jeff-fitzgerald/8/695/936,good
ranker.com/list/giovanna-mezzogiorno-movies-and-films-and-filmography/reference,good
belarus-misc.org/bel-kino.htm,good
forums.smirkinchicken.com/thread.php?threadid=69278&pagenum=0&forumid=1,good
wrestletapes.net/bestofdinobravo.html,good
lausina.org/img/,bad
qbscout.com/,good
flaggedrevs.labs.wikimedia.org/wiki/FIFA_World_Cup,good
youtube.com/watch?v=QQAbgMa5DU0,good
orestesmatacena.com/Films.html,good
tvguide.com/celebrities/michael-massee/166175,good
music.yahoo.com/bernard-lagace/,good
en.wikipedia.org/wiki/1946_Davis_Cup,good
atlantic-city-online.com/casino/showboat.shtml,good
uk.linkedin.com/in/stephenhunter,good
185.66.9.184/module/6fa68d441c87e67e6814956e0128376f,bad
sfg-furniture.com/main/cpa,bad
bigsoccer.com/forum/showthread.php?t=1225582,good
store.rothautobooks.com/,good
youtube.com/watch?v=fbvriivpIZk,good
strangledbythestereowires.blogspot.com/2010/05/coalesce-last-call-for-living-10.html,good
library.duke.edu/digitalcollections/rbmscl/patinkin/inv/,good
weborizeit.com/counter/,bad
wiki.answers.com/Q/Where_do_Canadian_lynx_sleep,good
matthewpryor.ulitzer.com/,good
myspace.com/seespotrun,good
berecruited.com/high-schools/california/oakland/mcclymonds-senior-high-school,good
bookrags.com/The_Delinquents,good
cbc.ca/news/canadavotes/riding/082/candidate.html,good
loopnet.com/Missouri/Cass-County_Land-For-Sale/,good
test.3rdwa.com/hotmail/bookmark/ii.php?email=abuse@air.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
75geegees.com/3/miscellaneous10.htm,good
en.goldenmap.com/1984_Chatham_Cup,good
londonogroup.com/?Language=fr,good
