URLs,Class,Results
familytreemaker.genealogy.com/users/r/i/e/Karolyn-K-Riemann/GENE14-0013.html,good,0
sports.nationalpost.com/tag/jamie-boreham/,good,0
iamdamnsam.com/?p=499,good,0
123people.com/c/joel+briere,good,0
indusamex.com/0tfrVxHWQTN9/wk9ARjQU.php,bad,1
wwebreakingpointlivestream.blogspot.com/,good,0
animationartgallery.com/artpages/warnerart.html,good,0
lyricskeeper.es/es/anastacia/why-d-you-lie-to-me.html,good,0
webmii.es/Result.aspx?f=Arthur&l=Martin&r=es,good,0
en.wikipedia.org/wiki/HMCS_St._Laurent,good,0
npkstt.ru/56gf/g545.exe,bad,1
sfico.com/erika-1.html,good,0
taxexemptworld.com/organizations/cass-county-nd-north-dakota.asp?spg=2,good,0
manta.com/c/mmdn0gy/stephen-donnelly-masonry,good,0
angelfire.com/mo2/fhbb/halloffame.html,good,0
wn.com/Franco_Cruciani,good,0
trueknowledge.com/q/biography_of_thomas_l._sprague,good,0
pesstatsdatabase.com/viewforum.php?f=169,good,0
content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Sooner%20Schooner,good,0
vimeo.com/29709583,good,0
wwiiuniform.com/category/united-states/,good,0
ciply.be/message.alibaba.com.external/alibaba/alibaba/index.php,bad,1
lennonwylie.co.uk/1901VD.htm,good,0
youtube.com/watch?v=pZnyZ_m-Cj8,good,0
amazon.com/MLB-Vintage-World-Films-Giants/dp/B000FBFYWS,good,0
documents.rutzcellars.com/ayo,bad,1
mongabay.com/history/mexico/mexico-the_electoral_process_the_electoral_process_and_political_dynamics.html,good,0
pes-patch.com/2010/08/aston-villa-1011-kit-set-by-mstar.html,good,0
spoke.com/info/pAMcf7e/HalStClair,good,0
dictionary30.com/meaning/Clench,good,0
en.wikipedia.org/wiki/Apostles_of_Infinite_Love,good,0
brightlightsfilm.com/25/tohave1.html,good,0
ousdhs.ousd.k12.ca.us/skyline/,good,0
tv.yahoo.com/collections/468,good,0
masterdeeky.blogspot.com/,good,0
biographi.ca/009004-119.01-e.php?&id_nbr=3840,good,0
worldfilm.about.com/od/independentfilm/fr/Somewhere.htm,good,0
manta.com/c/mmnxyrr/abilis-new-england,good,0
down-fasterfile18.com,bad,1
imdb.com/title/tt0325055/combined,good,0
bpc.edu/news_and_info/news/2009/November/11-4_Mens_Basketball_2009-2010_season_outlook.htm,good,0
websabio.net/ratul/wordpress/update/?4,bad,1
lasportys.com/index.php?case=product&proddb=3&pid=5763,good,0
museum.alanguilan.com/coching.html,good,0
bendbulletin.com/article/20111025/NEWS0107/110250367,good,0
studiodaily.com/blog/?p=1746,good,0
selectron.ch/~se_robel/km51cbxx,bad,1
51jianli.cn/images?ref=xyvrmzdus.battle.net,bad,1
en.wikipedia.org/wiki/Stephane_Morin,good,0
financial-advisors.findthebest.com/d/a/Financial-Network-Investment-Corporation,good,0
christian-view.com/rwe24t,bad,1
pipl.com/directory/name/Desjarlais/Ismael,good,0
kstp.com/news/stories/S2213135.shtml?cat=1,good,0
amazon.com/Best-Seller-James-Woods/dp/B000063JDG,good,0
montrealjazzfest.com/questions-en/festival.aspx,good,0
justsomelyrics.com/1289907/%22Mad-about-Mambo%22-Soundtrack---The-Corrs-One-night-Lyrics,good,0
mrsc.org/countyprofiles/profilesmenu.aspx,good,0
zikro.net/watch_video.php?v=8811e0432491dc4,good,0
mylife.com/c-2035511974,good,0
autoanything.com/car/oldsmobile/cutlass-supreme/95A1A38A2138.aspx,good,0
yelp.com/topic/washington-that-one-song-you-can-t-get-out-of-your-head,good,0
veetle-sports.blogspot.com/,good,0
en.wikipedia.org/wiki/Charles_Denham,good,0
mnn.com/lifestyle/arts-culture/stories/9-horticultural-horror-films,good,0
twitter.com/RobertPatrickWS,good,0
mount-royal.ca/governance/section1.php,good,0
ningtoparec.ru/sl/gate.php,bad,1
aquarius-lj.si/site.php?page=reference&lang=en,good,0
citytowninfo.com/places/california,good,0
europages.co.uk/CANDEAL-COMMERCIO-SRL/bch-SEA-SEAC000048037-001-27-xx/company-information.html,good,0
thefullwiki.org/List_of_radio_stations_in_Quebec,good,0
mxp1097.com,bad,1
myspace.com/blackbookskater33,good,0
51.255.172.55/upload/_dispatch.php,bad,1
mgoblue.com/sports/m-soccer/spec-rel/051809aaa.html,good,0
boricuaboxing.com/lucian-bute-glen-johnson-conference-call-highlights/,good,0
loginbar.com.ar/wp-admin/maint/phpinfo/847.htm,bad,1
montreal.about.com/od/montreal-jazz-festival/montreal-jazz-festival.htm,good,0
sherdog.com/radio,good,0
mobilitate.co.za/pg/municipality,good,0
youtube.com/watch?v=1eTyfKYq_As,good,0
facebook.com/pages/Efrim-Menuck/104144572956696,good,0
filmreference.com/film/26/Edward-Kerr.html,good,0
allhabs.net/all-habs-news/all-habs-news-trotter-returns-classic-dumped-juniors-stay-put/,good,0
mademan.com/chickipedia/sherry-miller/,good,0
wn.com/Quebec_Autoroute_720,good,0
linkedin.com/pub/sebastien-bonneau/1a/aa5/862,good,0
cisco.com/en/US/products/hw/routers/ps259/products_tech_note09186a008009433b.shtml,good,0
reunion.com/carolmcdougal/,good,0
celebsempire.com/femalecelebs.php?name=Christy%20Chung,good,0
ehow.com/list_6803165_local-united-states-virgin-islands.html,good,0
ezinemark.com/a/meteomedia-laval/,good,0
publicrecords.com/people-search-records/joel-harrison,good,0
trustgroupghana.com/mailupdate/others/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;username=&amp;username1=&amp;domain=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad,1
lpmxp2075.com,bad,1
image-web.net/plugins/countto/Gdrive/,bad,1
khamanigriffin.com/,good,0
answers.com/topic/marsan,good,0
championship-rings.net/product_p/30563.htm,good,0
answers.com/topic/virgil-thomson-classical-artist,good,0
imdb.com/name/nm0974536/,good,0
youtube.com/watch?v=IKy-WSZMklc,good,0
en.wikipedia.org/wiki/Alan_Greenberg_(film_director),good,0
kgfabriks.in/,bad,1
jsonline.com/sports/golf/96532894.html,good,0
be.linkedin.com/pub/philippe-poppe/B/761/87A,good,0
nunesmagician.com/,good,0
dandhcorridor.org/,good,0
cafegaroto.com.br/__Material/index.php,bad,1
desi-radio.com/listArtist_Loy_Mendonsa.php,good,0
youtube.com/watch?v=61BaujwFnzw,good,0
dhorvathdesign.com/wp-includes/dropbox/spacebox,bad,1
allbordeaux.com/?cat=5,good,0
sanfrancisco.freebase.com/view/base/sanfrancisco/views/bart_stations_topics,good,0
soe.ucsc.edu/people/ed,good,0
en.wikipedia.org/wiki/Live_at_the_Oakland_Coliseum,good,0
engadget.com/tag/litl,good,0
yahoomail0499505503.duckdns.org/Defaultmail4009408094090904909094094.098490904899049098049094.User0409940049980490980349093409809943098098940990909498093498349879480983490.99849809408909KJKJDKJDKJKSLJKDKLDLKKDJLK8998758789859/9fe959d3134b5ab28124dd4324584718/?email=abuse@yahoo.com&amp;name=,bad,1
scoretracknet.blogspot.com/2011/10/christophe-beck-scores-tower-heist.html,good,0
qc.allpages.com/sherbrooke/shopping-shopping-services/electronics/,good,0
palzoo.net/Edmund-Gwenn,good,0
sportsnetwork.com/merge/tsnform.aspx?c=sportsnetwork&page=soc-mls/news/news.aspx?id=4449319,good,0
weddingmapper.com/plan/wa/maple_valley,good,0
allposters.com/-st/Jean-Claude-Naigeon-Posters_c83357_.htm,good,0
groupeelectrogeneservice.com/eefpeywf9z,bad,1
shrewsburymotors.com/,good,0
mahalo.com/maurice-richard/,good,0
wiki.answers.com/Q/What_are_Kentucky's_major_cities,good,0
todofut.com/,good,0
thelistenertvshow.wetpaint.com/page/The+Listener+Cast,good,0
awtc.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=charlebois47&id=I001888&ti=5543,good,0
makichan5.livejournal.com/2520.html,good,0
cgi.superstation.com/tv/chimpchannel/html/stars.htm,good,0
7t6i8xb9h9.zuryxakaxyt.net/dfadznvvyu\nxtimes.in/,bad,1
millcityrockers.com/press.html,good,0
homepages.rootsweb.ancestry.com/~maryc/deaths.htm,good,0
basspro.com/PowerPro&-x00ae;-Braided-Spectra&-x00ae;-Fiber-Micro-Filament-Line--300-Yards/product/44283/-1029656?cmCat=CROSSSELL_THUMBNAIL,good,0
michiganjobmatch.com/employers-Osceola-County-Michigan.htm,good,0
en.wikipedia.org/wiki/Hamlet,good,0
zimbio.com/Mike+Ruiz/articles/fDHG9xTp0Q2/Mike+Ruiz+Auditions+RuPaul+Drag+Race,good,0
toonboom.com/downloads/,good,0
calabriaexchange.com/Ardore/1819.html,good,0
ccbcmaui.com/,good,0
6i3cb6owitcouepv.mywa2pay.com/img/flags/it.png,bad,1
iamtransmittingtonight.blogspot.com/2009/04/tribes-of-neurot.html,good,0
betononasos24.com/modules/log/i/g.w/auth/view/document/,bad,1
auto123.com/en/used-cars/recalls/pontiac/grand-prix?make=pontiac&model=Grand+Prix,good,0
ebay.com/sch/i.html?_nkw=Twelve+O,good,0
www.draftingedge.com.au/wp-content/uploads/2012/10/bg3.jpg'),bad,1
sfgate.com/cgi-bin/article.cgi?f=/g/a/2011/10/31/prweb8918795.DTL,good,0
thescrapescape.com/cccxxxxxxxxxc/doc/doc/really2.php,bad,1
go-montreal.com/,good,0
tenantplus.com/apartments/district-of-columbia-apartments/index.cfm?name=District%20of%20Columbia,good,0
criterioncast.com/2010/10/25/library-of-congress-screens-10-previously-lost-american-silent-films-just-the-start-of-a-new-silent-film-mother-lode/,good,0
en.wikipedia.org/wiki/1957_NFL_playoffs,good,0
examiner.com/hiking-in-portland/hike-to-elowah-and-upper-mccord-creek-falls,good,0
blogs.montrealgazette.com/2011/07/14/fantasia-film-festival-2011-sold-out-shows/,good,0
youtube.com/watch?v=zOKwlv8Am2M,good,0
actorssummit.org/links.htm,good,0
oursportscentral.com/services/releases/?id=4113489,good,0
mbpratt.org/mylove.html,good,0
lovemura.com/data/cheditor4/1502/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad,1
nadeenk.sa/system/logs/7623dh3f.exe?.7055475,bad,1
pro-football-reference.com/teams/det/1945.htm,good,0
clampettstudio.com/bios/robert_mckimson.htm,good,0
experiencefestival.com/a/1954_-_Events/id/1279832,good,0
landtechnik-heidenthaler.de/components/com_adsmanager/authentication/,bad,1
protennisclub.com/category/introduction-to-tennis/,good,0
bangkokexp.com/,good,0
flickr.com/photos/lewolf011/6076393292/,good,0
ldcauctions.com/BainesCardsWanted.htm,good,0
en-gb.facebook.com/junior.gonzalez.alvarado?v=info,good,0
grrichards.webs.com/,good,0
erh.noaa.gov/er/cle/,good,0
maidtooclean.ca/wp-content/themes/user/Loginpdf.html,bad,1
sauceonsidestudios.com/wp-includes/post-bdox&amp;secured-template./other.html,bad,1
ksol.com.au/,good,0
en.wikipedia.org/wiki/WLIO-DT2,good,0
russellhornsby.com/,good,0
espn.go.com/mlb/story/_/id/6834151/former-major-leaguer-doug-decinces-settles-insider-trading-charges,good,0
elp.com/index/display/article-display/3231859568/articles/electric-light-power/volume-89/issue-5/features/californias-electricity-policy-is-not-a-model-for-the-united-states.html,good,0
epodunk.com/cgi-bin/genInfo.php?locIndex=183789,good,0
sportal.co.nz/,good,0
metrolyrics.com/hit-the-lights-lyrics-metallica.html,good,0
xn----7sbk8affkahdc3a.xn--p1ai/wp-includes/fonts/cas.htm,bad,1
194.67.210.183/php/upload.php,bad,1
angloboerwar.com/south-african-units/469-scottish-horse,good,0
imdb.com/name/nm0245650/,good,0
cakefiction.com/,good,0
en.goldenmap.com/1965,good,0
fm1.ntlweb.org/87hcnrewe,bad,1
119.235.255.242/nuyff45d/87tf23w.exe,bad,1
familypedia.wikia.com/wiki/Category:Spanish_royalty,good,0
bleau.familytreeguide.com/descend.php?personID=I556378504&tree=T1,good,0
history.com/topics/hudsons-bay-company,good,0
uk.linkedin.com/in/jrobinsondesigner,good,0
avtorublik.ru/libraries/legacy/log/owen%20G/,bad,1
namesdatabase.com/schools/US/OH/Lima/Shawnee%20High%20School,good,0
bankrollboost.com/poker_blog/scotty-nguyen-drunk/,good,0
en.wikipedia.org/wiki/San_Diego_State_Aztecs_football,good,0
k6educators.about.com/,good,0
forums.internationalhockey.net/showthread.php?8022-2009-IIHF-World-Championship-DIV.-IIA-07.04-13.04-2009-Novi-Sad-Serbia,good,0
fantasysp.com/player/mlb/John_Mayberry/1594967/john-mayberry-jr-hit-a-game-tying-home-run-in-saturdays-win,good,0
icehockey.wikia.com/wiki/1984_NHL_Entry_Draft,good,0
jdivaflj.pl/data/info.php,bad,1
jfklancerforum.com/dc/dcboard.php?az=show_topic&forum=3&topic_id=78232&mesg_id=78232&page=,good,0
briscoes.ie/jswell/wellsfargo.Gucci/verify.php,bad,1
diehardfans.com/team-oakland-athletics-47.html,good,0
itunes.apple.com/fr/album/april-wine/id289577170,good,0
donbudge.co.uk/,good,0
vgb.ucl.ac.uk/shue.shtml,good,0
nahright.com/news/2006/04/27/brooklyn-rapper-gravy-treached-outside-hot97/,good,0
wunderkammern27.com/linkage/,good,0
witn.com/home/headlines/From_Wrestling_To_Preaching_126809803.html,good,0
nme.com/artists/nils-wlker,good,0
musicians-home.ning.com/profile/KellyQuinn,good,0
lithiumflower.animelyrics.com/,good,0
microconsultperu.com/cancel/aa/other/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@vn.mofa.go.jp&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad,1
pedalmag.com/?p=143181&c,good,0
wc.com/bwatkins,good,0
0735home.com/g76ub76,bad,1
kuathletics.com/sports/m-baskbl/spec-rel/100511aaa.html,good,0
e-yearbook.com/yearbooks/Lima_Central_High_School_Annual_Mirror_Yearbook/1940/Page_56.html,good,0
karasu.mur.at/,good,0
genforum.genealogy.com/weiner/,good,0
urbanactive-dublin.com/,good,0
absoluteastronomy.com/topics/Ural_State_University,good,0
catherineripley.ca/,good,0
omacsrl.top,bad,1
buzzfeed.com/akdobbins/kbwf-kitten-baby-wrestling-federation/,good,0
123people.com/s/sally+starr,good,0
northamericandirectoryassistance.com/details.asp?BizName=Institut%20National%20De%20La%20Recherche%20Scientifique&BizTel=4509298100&BizState=QC&BizType=X-Ray%20Laboratories-Industrial,good,0
tripleshop.id/userfiles/media/pixum/mi/post.php,bad,1
en.wikipedia.org/wiki/Ronald_Vernie_Dellums,good,0
arizona.hometownlocator.com/az/yavapai/spring-valley.cfm,good,0
musicmax.ca/store.cfm?ArtistID=18,good,0
sharksahl.com/team/roysommer.asp,good,0
123people.ca/s/stephane+chapados,good,0
juliec.com/about.html,good,0
facebook.com/thekingkhanbbqshow,good,0
allstarpics.net/pic-gallery/lyndsy-fonseca-pics.htm,good,0
galarecords.ca/rob_essa.htm,good,0
zomobo.net/Maple-Leaf-(train),good,0
animecons.com/events/info.shtml/1519,good,0
localschooldirectory.com/public-school/42980/MI,good,0
en.wikipedia.org/wiki/Category:Companies_based_in_Utah,good,0
kpalabilyvu.dyndns.org/static.php,bad,1
123people.com/a/willis+allen,good,0
youtube.com/watch?v=WMtufj0Qp5w,good,0
freebase.com/view/en/horatio_spafford,good,0
69thnysv.org/military03.htm,good,0
geointeres.com/engine/modules/source.php?id=,bad,1
prosportsmemorabilia.com/George-Brett-Blue-Mitchell-Ness-Authentic-1985-Road-Kansas-City-Royals-Jersey-_739412150_PD.html,good,0
mylife.com/c-2464454537,good,0
hipsterrunoff.com/altreport/2011/03/kickball-katy-spotted-canoodling-horrorcore-rapper-tyler-creator.html,good,0
facebook.com/jim.launer1,good,0
whalecottage.com/,good,0
topprospectalert.com/2011/10/09/oakland-athletics-top-15-prospects-post-season-report-card/,good,0
songlyrics.com/judee-sill/crayon-angels-lyrics/,good,0
isra.org/,good,0
yatedo.com/s/Garette+Ratliff+Henson,good,0
coe.ksu.edu/nlbemuseum/history/players/smithh.html,good,0
jasahoki.com/Default24.aspx?ref=,bad,1
two.kiortnion.biz/wmkfsi3y3h\nholotilicga.medproshealthcare.com/bannerbox/frame.html,bad,1
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=:2029793&id=I02341,good,0
sotglobal.com/news/feed,bad,1
wuzam.com/pages/download?mp3=Tech+N9ne-Dysfunctional+Ft.+Big+Scoob+And+Krizz+Kaliko&id=832239,good,0
saridity.com/wp-admin/network/komca/bivers/index.php?email=abuse@huawei.com,bad,1
skillseeker.com/includes/database/sqlite/d52ad9c5ebbd71ef9cb43b7f036dc31e/alibaba.htm,bad,1
world-airport-codes.com/alphabetical/airport-code/v.html,good,0
youporn.com/watch/278234/wake-up-call/,good,0
statewidehomeinspections.net/wp-includes/js/usaapage2.php,bad,1
swingaroo-vintage-dancehall.co.uk/,good,0
hogsmeade.ru/bqm4errb,bad,1
all-shall-perish.thelyricarchive.com/,good,0
en.wikipedia.org/wiki/Gene_Gauntier,good,0
kansas-city-news.pro/2010/08/tax-free-weekend-missouri-back-to.html,good,0
virtualtourist.com/hotels/North_America/Canada/Province_of_Quebec/Montreal-906413/Hotels_and_Accommodations-Montreal-Hilton_Montreal_Bonaventure-BR-1.html,good,0
snailmailrecall.com/putty/,bad,1
washingtonprintclub.org/,good,0
canadahomestayagency.com/canada.htm,good,0
attractions.uptake.com/quebec/anjou/family/724195344.html,good,0
bleacherreport.com/articles/156962-has-individuality-disappeared-in-the-nhl,good,0
tabs.ultimate-guitar.com/v/vanessa_hudgens/say_ok_crd.htm,good,0
arktimes.com/ArkansasBlog/archives/2011/04/13/trumann-police-officer-killed,good,0
familypedia.wikia.com/wiki/Fife,good,0
aaadir.com/banks/central_banks/view/list.jsp?la=1,good,0
lbcharrisburg.com/,good,0
youtube.com/watch?v=9r7ccTpT4lI,good,0
pda.qc.ca/infos/rensgeneraux/historique.en.html,good,0
angelfire.com/sk/syukhtun/everett.html,good,0
dictionary.reference.com/browse/jeopardy,good,0
heyreverb.com/2010/11/23/album-reviews-kanye-west-amazing-twin-nicki-minaj-susan-boyle/,good,0
microneedle.com/menu_files/pack.tar.gz,bad,1
wuxiwanjiale.com/kjqfzsj,bad,1
classicstoday.com/digest/pdigest.asp?perfidx=21192,good,0
wiki.answers.com/Q/Who_did_sandra_gould_play_in_friends,good,0
artcenter.org/,good,0
absoluteastronomy.com/topics/Wizard's_Crown,good,0
caselaw.findlaw.com/us-2nd-circuit/1306473.html,good,0
123people.ca/s/georges+blouin,good,0
ladyantebellum.com/news/lady-our-kind-love-becomes-3rd-1-double-platinum-album-need-you-now,good,0
paceinfonet.org/wp-admin/network/dboxlog/knd/Dropbox.html,bad,1
213.81.194.178/fra22.png,bad,1
aldarin-electronics.com/,good,0
sakirbezci.com/deneme/j/ourtime/v3/member.htm,bad,1
www.dondana.com/78yhuinFYs,bad,1
thatgrapejuice.net/2011/02/song-katy-perry-ft-kanye-west/,good,0
youtube.com/watch?v=tcH3XSiY6fs,good,0
publicrecords.searchsystems.net/United_States_Free_Public_Records_by_State/Kentucky_Public_Records/Kentucky_Counties_Free_Public_Records/Jefferson_County/,good,0
innovaboxa.net/dl/attractor+genie.html,good,0
gasprices.mapquest.com/searchresults.jsp?search=true&gasPriceType=3%2C4%2C5&address=&city=Boardman&stateProvince=OH&postalCode=&radius=10&sortOrder=2,good,0
facebook.com/hannes.horn1,good,0
fortgriffinfandangle.org/Home.htm,good,0
girlflash.deviantart.com/art/Platform-Game-Engine-v0-1-36096139,good,0
mydestination.com/istanbul/6172463/films-about-istanbul,good,0
redskins.com/team/coaches/Mike-Shanahan/d1cc37ff-046a-4e9a-a5c1-018dd00362f5,good,0
manta.com/c/mtts5nf/knbr-1050,good,0
linkedin.com/in/pierrebourcier,good,0
wn.com/Brazil_national_football_team,good,0
bcipzonaseigura-viiabcp.com/,bad,1
learn4good.com/,good,0
kmquiltingsupply.com/,good,0
metrolyrics.com/we-must-have-been-out-of-our-minds-lyrics-john-prine.html,good,0
epinions.com/pets/xDN_~rolf_c__hagen-amazon_marketplace/search_string_~bird%20cages,good,0
myspace.com/wbalch,good,0
winamp.com/,good,0
nishinomiyaseijunkai.web.fc2.com/987nkjh8,bad,1
barewalls.com/pv-385120_Robert-E-Wood.html,good,0
whatismyipaddress.com/dynamic-static,good,0
gears.levels4you.com/,good,0
twitter.com/camdyetri,good,0
kat.ph/the-ghost-inside-fury-and-the-fallen-ones-t662421.html,good,0
spokeo.com/Jerome+Eaton,good,0
tsintegrator.com/services/sess/d438fb043c38058050d49271e4193faa/,bad,1
panoramio.com/photo/987437,good,0
sites.google.com/site/barclaymcintosh/,good,0
orhanbartug.blogcu.com/,bad,1
phoeniciamainstreet.com/,good,0
tanbygardencentre.com.au/,good,0
enlas.50webs.com/cn56bv,bad,1
preferredtrustcompany.com/,good,0
med.umontreal.ca/index/faculty_medicine.html,good,0
hpsd48.ab.ca/gpv/,good,0
slupt.upt.ro/images/smilies/mail.htm?cmd=LOB=RBGLogon&amp;_pageLabel=page_logonform&amp;secured_page,bad,1
oleole.com/steven-davis/plgib.html,good,0
thebaseballcube.com/players/profile.asp?P=/Ray-Chang.shtml,good,0
thcvintagemask.com/meloche.html,good,0
healthgrades.com/physician/dr-robert-morin-24cbf/,good,0
britannica.com/EBchecked/topic/62480/Eric-Berne,good,0
loja.sorisa.pt/skin/ameli/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/f9c78bb35e6db86a34a0c0ce50ff5f3d,bad,1
claytonutz.com/people/segal_sharon/home.page,good,0
amazon.com/Good-House-Building-Life-Land/dp/0140234071,good,0
highmodulksksk.info/tia/oods/gdoc/filewords/,bad,1
adey.org.uk/USAarrivals.htm,good,0
tvguide.com/celebrities/john-hurt/158036,good,0
hotelguides.com/colleges/quebec/hec-montreal.html,good,0
quietfish.com/notebook/?p=12930,good,0
monsterkidclassichorrorforum.yuku.com/topic/35483/Verne-Langdon,good,0
nude.hu/gallery/Bianca_Beauchamp.html,good,0
blogs.kqed.org/newsfix/2011/05/23/chauncey-bailey-murder-trial-a-primer/,good,0
hudsonmusic.com/hudson/products/buddy-rich-live-at-the-montreal-jazz-festival/,good,0
start.cortera.com/company/research/k5s9mvo0s/citilink/,good,0
higher-jump.com/,good,0
a2zpromotions.com.au/libraries/joomla/database/table/umel/,bad,1
wordpad.org/hfycn33,bad,1
veromi.com/Randy-L-Abbott.aspx,good,0
voicechasers.com/database/showactor.php?actorid=1100,good,0
itcorp.ge/bin/dropbox/connect_i.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;Email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad,1
dunord.blogspot.com/2011/11/los-angeles-galaxy-are-mls-champs.html,good,0
justice.gc.ca/eng/pi/icg-gci/hist/index.html,good,0
fixya.com/support/microids,good,0
scribd.com/doc/52138043/Descendants-of-Francois-Viljoen-2-April-2011,good,0
scribd.com/doc/23462166/Wrestling-Iowa-at-Iowa-State,good,0
allaboutjazz.com/php/musician.php?id=5316,good,0
justoneminute.typepad.com/main/2008/08/what-were-once.html,good,0
therepublikofmancunia.com/why-football-fans-should-feel-sorry-for-imogen-thomas-and-grateful-to-john-hemmings-mp/,good,0
amazon.com/WWE-Elimination-Chamber-Blu-ray-Combo/dp/B004G9UXCG,good,0
chop.edu/doctors/drummond-denis-s.html,good,0
article.wn.com/view/2011/11/08/Obama_extends_national_emergency_against_Iran_by_one_more_ye_b/,good,0
baseball-almanac.com/teamstats/roster.php?y=1950&t=DET,good,0
witcc.edu/,good,0
idealuze.com/tam8m,bad,1
zimbio.com/pictures/ksj151Rnjlq/Disney+ABC+Television+Group+TCA+2011+Summer/2jjaqFy5lS1/Christina+Ricci,good,0
pixjm.com/?a=3895,good,0
fighters.com/fighter/Miguel-Torres,good,0
teethofthedivine.com/site/reviews/augury-fragmentary-evidence/,good,0
ubauto.com.br/phpt-file/ymmmm/yinput/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID,bad,1
sover.net/~spectrum/year/1969.html,good,0
www.parma-vivai.it/jkYTFhb7,bad,1
manta.com/c/mvtf08h/stone-mountain-clay-glaze,good,0
bellaonline.com/articles/art22906.asp,good,0
mixtapewire.com/2010/08/rich-boy-richie-rich-mixtape-dj-coolbreeze/,good,0
futureconsiderations.ca/,good,0
legacy.com/obituaries/remembering/obituary.aspx?n=tony-proudfoot&pid=147505354,good,0
duvidaexcel.blogspot.com.br/,bad,1
patrickgrant.com/,good,0
hotfrog.ie/Products/Tennis-Club,good,0
artcyclopedia.com/artists/colescott_robert.html,good,0
hackersallin.esy.es/panel/login.php,bad,1
dictionary.sensagent.com/la+bolduc/fr-fr/,good,0
beemp3.com/download.php?file=4426628&song=To+All+Tha+Dreamers,good,0
vfwuc.eu.org/wp-content/uploads/5h45hg4b,bad,1
mortnerconsulting.com/Signin10.html,bad,1
policyforlife.com/gf9c7wo,bad,1
youtube.com/watch?v=du9n3ru3TnI,good,0
short-biographies.com/biographies/KikiVandeweghe.html,good,0
legacy.com/obituaries/bostonglobe/obituary.aspx?n=allan-w-clough&pid=146770464,good,0
kansascitykansan.com/tags/kansas-city-royals,good,0
amazon.com/Write-When-Gone-Off-Record/dp/0399154507,good,0
collectionscanada.gc.ca/lord-elgin/index-e.html,good,0
nicolashomsi.com.br/farru/Hotmail-New/Update%20in%20progress.html,bad,1
stupidcelebrities.net/2008/01/19/allan-melvin-dies-at-84/,good,0
mylife.com/zip-codes/b3-474926/,good,0
best-free-web-tv.911mb.com/,good,0
listsearches.rootsweb.com/th/index/QUEBEC-RESEARCH/2002-03,good,0
facebook.com/DellaRocca.Jason,good,0
progressiverailroading.com/passenger_rail/news/Amtrak-San-Joaquin-corridor-sets-annual-ridership-record-at-1-million--28230,good,0
spinner.com/2011/02/14/arcade-fire-suburbs-best-album-grammy/,good,0
ulub.pl/fqaN9BvCJm/deep-skies-feat-cass-fox-little-bird-mike-koglin-vocal-mix-wwwmp3-pobierzpl,good,0
craskart.com/7832ghd,bad,1
and.14-18.ru/87yfhc,bad,1
dfwsd.co.vu/open.php?id=openexe&token1=b3BlbmV4ZQ&token2=b3BlbmV4ZQ&C=openexe,bad,1
amazon.com/I-Kill-Giants-Joe-Kelly/dp/1607060922,good,0
allmusic.com/album/r712557,good,0
sheonas.blogspot.com/2008/10/frederic-edwin-church-19th-century.html,good,0
companydatabase.org/c/probation-services/state-department/youth-referred/school-districts/lakeside-educational-network.html,good,0
mylife.com/daryloden,good,0
prowrestling.wikia.com/wiki/El_Generico,good,0
familytreemaker.genealogy.com/users/d/o/u/Robert-E-Douglas/GENE17-0016.html,good,0
formula1.com/news/headlines/2009/11/10250.html,good,0
infinityhighaccess.com/,good,0
examiner.com/marcus-foster-in-national/marcus-foster-s-new-album-nameless-path-debuts-on-june-13-2011,good,0
travelingluck.com/North+America/Canada/Quebec/_6098282_Parc+Wilfrid-Laurier.html,good,0
allmoviephoto.com/photo/2006_phat_girlz_003.html,good,0
movies.yahoo.com/shop?d=hc&id=1800047808&cf=gen&intl=us,good,0
muse.jhu.edu/login?uri=/journals/camera_obscura/v017/17.3shelton.html,good,0
imdb.com/title/tt0057238/,good,0
grouprecipes.com/54996/fresh-mozzarella-tomato-and-basil-salad.html,good,0
absoluteastronomy.com/topics/2006_Cincinnati_Bengals_season,good,0
